,,,,,,,,,,,,,
255,255,233,255,217,148,255,255,192,90,0,14,107,132
255,255,255,255,209,154,255,255,155,93,0,11,112,135
255,255,255,255,219,163,255,255,181,118,0,16,114,140
255,255,255,255,254,171,255,255,181,127,1,18,112,143
255,255,255,255,253,181,255,255,177,108,0,23,113,146
255,255,255,255,254,192,255,255,194,94,0,29,100,150
255,255,255,255,254,210,255,255,194,98,0,46,42,154
255,255,255,255,255,223,255,255,186,106,3,63,33,157
255,252,255,255,254,228,255,255,175,106,0,70,35,157
255,237,255,255,254,192,255,255,145,105,0,79,34,134
255,215,255,255,254,160,255,255,161,108,0,82,34,119
255,211,255,255,254,164,255,255,157,106,0,90,34,114
255,236,255,255,254,164,255,255,155,105,1,89,33,115
255,229,255,255,252,201,255,255,145,107,2,90,33,143
255,224,255,255,250,246,255,255,133,109,0,84,33,163
255,219,255,255,248,243,255,255,145,108,0,82,33,179
255,215,255,255,246,229,255,255,152,106,0,78,32,196
255,214,255,255,195,193,255,255,109,103,0,65,32,200
255,216,255,255,187,198,255,255,91,107,0,61,26,196
255,223,255,255,193,218,255,255,134,112,0,52,96,196
254,220,255,255,239,220,255,255,130,112,2,45,147,190
253,218,255,255,143,203,255,255,126,106,1,42,123,186
255,221,255,255,0,134,255,255,117,106,0,41,90,189
255,221,255,255,8,148,255,255,111,108,1,32,60,182
255,197,255,255,11,128,255,255,113,108,0,31,49,181
255,207,255,255,6,97,255,255,106,107,0,33,48,191
255,255,255,255,4,74,255,255,102,107,0,34,55,191
255,255,233,255,4,53,255,255,97,107,1,27,40,189
255,255,255,255,246,150,255,255,193,87,0,50,103,136
255,255,255,255,255,158,255,255,168,96,0,52,114,139
255,255,255,255,255,166,255,255,183,125,0,63,115,142
255,255,255,255,253,173,255,255,189,141,1,68,115,146
255,255,255,255,254,184,255,255,179,119,0,74,112,149
255,217,255,255,254,199,255,255,198,97,0,79,56,151
255,124,255,249,254,203,255,255,198,100,2,65,34,155
255,84,255,246,254,220,255,255,189,108,2,57,36,157
255,53,255,246,254,233,255,254,179,111,0,85,35,161
255,29,255,223,254,217,255,255,144,109,0,94,35,164
255,8,255,222,254,128,255,255,163,106,0,101,35,146
255,49,255,236,253,77,255,255,151,107,0,114,35,122
255,201,255,223,253,128,255,255,138,106,0,108,34,114
255,198,255,213,250,153,255,255,145,108,0,107,33,108
255,196,255,213,247,182,255,255,140,106,0,110,32,129
255,194,255,213,246,124,255,255,148,108,0,102,32,156
255,190,255,215,246,99,255,255,157,107,0,95,33,171
255,186,255,215,245,50,255,255,125,105,0,91,28,189
219,181,255,212,235,54,255,255,105,107,0,83,74,190
161,181,255,225,233,81,255,255,138,109,0,76,130,182
185,192,255,234,244,182,255,255,133,107,0,74,80,185
180,193,255,243,70,169,255,255,127,103,0,70,69,177
191,202,255,235,0,134,255,255,119,105,1,62,58,171
255,204,255,228,6,162,255,255,108,107,0,53,43,184
255,172,255,254,7,129,255,255,114,108,0,46,34,184
255,85,255,255,5,102,255,255,98,106,1,39,47,179
255,248,255,255,3,76,255,255,97,106,0,39,47,184
255,255,255,255,3,53,255,255,92,108,0,32,39,182
255,255,255,255,200,149,255,255,205,99,0,95,119,140
255,255,255,255,196,156,255,255,206,107,0,93,108,142
255,255,255,255,220,165,255,255,181,109,0,94,114,146
255,255,255,239,255,173,255,255,187,105,0,92,117,149
255,255,255,224,253,183,255,255,183,99,0,67,77,152
255,160,255,215,253,165,255,255,200,96,0,49,35,155
255,30,255,221,254,178,255,252,201,101,0,62,36,157
255,3,255,238,254,224,255,238,192,103,0,99,37,159
255,3,255,206,254,238,255,237,183,106,0,109,35,161
255,2,255,110,253,252,255,242,151,115,0,103,35,165
255,2,255,101,253,212,255,251,169,113,0,116,36,169
255,100,255,213,253,214,255,255,159,107,0,116,35,160
255,210,255,201,250,174,255,255,141,106,0,107,33,127
255,209,255,192,246,162,255,255,158,108,0,116,33,112
255,212,255,178,245,169,255,255,150,107,0,121,32,106
255,210,255,180,245,99,255,255,152,106,0,116,32,114
255,206,255,179,245,45,255,253,158,106,2,112,31,145
244,201,255,181,245,52,255,239,144,106,4,108,50,164
202,196,255,179,246,51,255,239,139,105,13,98,130,181
114,189,255,188,250,41,255,234,138,107,7,88,89,184
130,198,255,190,220,120,255,234,134,106,5,73,72,177
185,198,255,178,22,140,255,237,129,105,0,69,75,182
82,211,255,186,2,139,255,237,121,107,0,69,43,165
226,213,255,188,5,107,255,227,113,108,0,68,43,154
255,200,255,241,5,71,255,240,114,108,0,57,44,153
255,59,255,255,6,79,255,255,100,109,0,44,41,139
255,211,255,255,4,54,255,255,97,108,0,39,47,117
255,255,255,255,3,42,255,255,92,109,0,35,45,115
255,255,255,255,213,149,255,255,206,122,0,111,122,143
255,255,255,255,206,155,255,255,209,135,0,108,115,146
255,255,255,246,236,162,255,255,188,114,0,102,110,149
255,255,255,213,253,172,255,255,193,92,0,81,97,152
255,255,255,197,253,184,255,255,176,91,0,46,40,155
255,253,255,178,253,153,255,251,203,92,3,56,37,157
255,201,255,151,254,149,255,232,203,96,5,106,37,159
255,99,255,129,253,171,255,219,194,103,0,106,37,161
255,22,255,85,254,154,255,206,185,95,0,84,36,163
255,57,255,56,254,199,255,225,152,98,0,113,35,164
255,158,255,41,253,214,255,234,173,108,0,120,36,167
255,212,255,170,251,212,255,253,160,109,0,113,34,170
255,200,255,218,248,167,255,255,145,105,0,122,33,169
255,203,255,190,245,166,255,255,160,106,4,135,33,140
255,208,255,176,245,164,255,255,154,105,17,130,33,110
255,209,255,169,244,128,255,250,155,107,5,124,33,105
254,206,255,175,244,58,255,232,158,108,82,122,31,105
230,201,255,181,244,51,255,217,123,107,160,113,108,133
224,197,255,175,244,44,255,221,115,107,174,101,117,163
140,189,255,183,254,69,255,221,130,108,104,104,95,172
113,197,255,191,169,136,255,221,120,107,15,103,85,154
190,196,255,100,7,90,255,220,132,106,1,74,61,101
72,180,255,71,7,79,255,215,121,106,0,69,50,66
166,108,255,85,7,71,255,220,112,105,0,60,52,62
255,168,255,92,6,51,255,217,116,107,3,56,65,57
255,64,255,175,5,80,255,254,97,107,0,51,61,54
255,188,255,255,5,47,255,255,88,105,0,49,45,56
